Date,LUXXX,MSCI ARGENTINA,BLP ORIENTE MEDIO,MSCI AUSTRALIA,MSCI AUSTRIA,MSCI BELGIUM,MSCI BRAZIL,MSCI CANADA,MSCI CHINA,MSCI DENMARK,MSCI EM ASIA,MSCI EM EU-MIDE-AFRICA,MSCI EM EUROPE,MSCI EM LATIN AMERICA,MSCI FINLAND,MSCI FRANCE,MSCI GERMANY,MSCI HONG KONG,MSCI INDIA,MSCI ITALY,MSCI JAPAN,MSCI KOREA,MSCI MEXICO,MSCI NETHERLANDS,MSCI NEW ZEALAND,MSCI NORWAY,MSCI PERU,MSCI RUSSIA,MSCI SINGAPORE,MSCI SOUTH AFRICA,MSCI SPAIN,MSCI SWEDEN,MSCI SWITZERLAND,MSCI UK,MSCI USA
1-Jan-16,1390.716,2376.29,3525.915,1068.79,106.7,105.38,1036.23,1663.27,59.47,8566.71,403.66,210.209,244.42,1829.81,120.63,131.1,140.65,12080.11,987.16,61.26,938.4,526.86,5262.19,120.08,115.77,2373.17,811.96,404.73,1507.8101,1255.75,108.4,11136.65,1148.37,1818.4,1949.7
8-Jan-16,1291.267,2260.85,3280.6683,1005.56,97.66,99.35,952.01,1586.18,54.63,8183,377.65,194.927,231.93,1674.47,115.86,122.85,129.12,11438.23,945.87,56.94,876.35,510.54,4757.8,112.38,113.67,2209.38,751.09,388.05,1437.66,1177.76,101,10389.93,1075.3,1722,1831.88
15-Jan-16,1257.086,2217.5,3118.2981,985.38,93.54,97.32,904.64,1541.08,51.54,7755.73,363.18,181.941,217.9,1625.73,112.37,119.45,125.17,11063.73,927.24,54.86,849.09,500.01,4738.23,110.37,113.92,2095.6,720.23,344.45,1372.98,1133.72,97.34,10042.32,1056.01,1692.43,1789.56
22-Jan-16,1254.167,2281.98,2935.0677,985.87,95.79,100.73,879.17,1582.1,51.15,8035.69,363.1,185.011,221.47,1620.67,115.08,123,128.08,10654.83,919.19,54.36,833.57,501.7,4769.16,114.75,112.2,2173.55,745.96,367.44,1350.05,1160.48,99.21,10469.07,1076.48,1719.61,1814.12
29-Jan-16,1298.24,2462.19,3134.084,1005.56,96.93,103.05,958.97,1638.84,52.13,8211.17,374.07,201.286,237.29,1744.05,116.55,125.61,128.32,11002.78,941.64,53.16,866.68,508.22,5083.75,117.19,112.43,2214.88,825.18,400.93,1375.1,1239.58,100.06,10432.42,1087.17,1774.4,1843.88
5-Feb-16,1274.632,2478.91,3230.4914,1000.92,94.41,96.23,982.59,1626.67,50.88,7590.21,371.95,201.061,234.77,1751.62,107.28,119.84,121.85,10728.97,933.33,49.09,828.93,510.36,4994.36,111.27,113.12,2224.52,833.32,388,1378.91,1236.8,96.59,10259.55,1042.12,1706.88,1784.73
12-Feb-16,1187.171,2396.77,3126.7548,957.15,91.51,92.88,950.57,1576.9,48.16,7274.24,357.16,194.282,223.33,1688.04,100.73,113.79,117.52,10473.28,873.94,47.22,723.88,491.8,4696.93,104.95,110.15,2049.32,894.74,366.56,1335.27,1204.16,90.02,9901.4,1001.93,1666.26,1768.52
19-Feb-16,1269.245,2558.24,3235.5655,997.23,95.52,95.56,968.53,1632.27,51.7,7697.9,372.3,202.474,232.1,1751.95,106.66,120.22,123.16,10905.3,901.51,48.01,783.37,514.2,5012.19,110.4,113.62,2154.21,871.74,385.44,1399.61,1221.26,92.83,10445.35,1032.03,1734.34,1820.17
26-Feb-16,1296.604,2728.83,3256.9893,979.26,94.69,94.64,984.53,1628.94,51.42,7971.88,371,201.758,238.08,1777.57,108.73,122.52,124.52,11086.69,885.44,49.82,794.35,512.28,5080.7,113.75,116.76,2219.57,908.34,401.12,1393.55,1233.61,94.71,10564.06,1035.66,1777.72,1850
4-Mar-16,1437.405,2677.79,3363.5448,1025.81,99.26,97.16,1233.82,1677.77,54.08,8270.47,390.33,218.467,254.95,2039.7,109.71,126.46,128.49,11511.49,933.38,52.22,834.01,524.56,5370.03,117.38,120.64,2310.91,991.42,436.78,1492.12,1306.8,100.24,10816.48,1050.76,1809.04,1900.16
11-Mar-16,1439.107,2648.91,3436.8369,1041.85,102.07,97.09,1283.36,1721.53,54.28,8203.13,394.01,222.802,263.83,2080.59,108.35,127.45,128.53,11473.93,938.57,54.29,823.05,529.16,5381.29,118.55,121.52,2292.3,991.28,447.9,1487.24,1295.32,103.9,10926.95,1052.96,1790.17,1920.64
18-Mar-16,1460.562,2643.91,3449.2402,1044.35,103.77,97.46,1315.5,1716.28,55.93,8046.05,405.39,232.965,276.57,2149.8,110.8,126.86,130.07,11762.58,944.4,53.11,811.61,536.12,5598.08,118.97,121.92,2306.14,1035.43,473.04,1534.11,1370.84,102.89,10739,1030.15,1804.76,1946.02
25-Mar-16,1421.769,2621.4,3408.6476,1020.86,98.66,97.38,1254.86,1698.39,55.21,8018.52,401.41,224.27,266.83,2080.52,107.31,123.38,128.83,11644.83,959.08,51.75,825.16,533.92,5516.03,117.69,122.6,2284.59,988.41,451.63,1501.17,1331.46,99.67,10425.83,1023.47,1777.78,1933.49
1-Apr-16,1460.223,2546.36,3399.0633,1001.17,100.31,97.9,1322.35,1705.23,55.97,8003.64,405.29,231.296,273.57,2161.32,106.03,123.07,128.24,11779.69,953.31,50.48,784.44,530.89,5643.19,116.95,122.69,2207.53,1017.85,457.44,1487.9,1327.93,97.13,10543.33,1014.84,1789.06,1969.88
8-Apr-16,1441.804,2430.4,3379.3308,988.07,98.73,97.1,1297.01,1696.28,55.73,8081.66,401.22,230.58,274.95,2099.54,105.95,122.34,125.84,11801.41,936.89,49.67,775.86,528.43,5386.94,116.19,123.93,2175.01,992.13,470.26,1478.3101,1323.33,95.3,10573.54,1031.19,1805.18,1946.72
15-Apr-16,1507.955,2667.47,3463.8986,1035.96,103.07,100.72,1406.84,1728.52,58.37,8076.1,414.57,238.236,280.64,2222.31,108.89,127.48,130.97,12162.22,970.61,51.75,821.75,543.18,5522.98,119.84,126.1,2251.5,1081.24,480.01,1540.6899,1359.15,100.59,10690.62,1055.02,1847.5,1978.05
22-Apr-16,1512.926,2766.63,3506.1825,1053.65,106.44,101.7,1372.51,1761.13,57.88,8218.81,412.74,241.546,287.13,2205.03,107.23,129.64,134.85,12263.92,974.81,52.95,852.01,542.67,5573.42,119.85,126.57,2308.9,1115.83,499.05,1549.77,1342.9,105.49,10785.66,1066.74,1841.24,1989.46
29-Apr-16,1513.349,2674.1,3531.5529,1056.27,104.87,97.81,1453.99,1766.45,56.55,8093.68,405.2,243.561,288.39,2292.06,105.09,126.05,130.56,12041.66,964.58,52.61,809.47,534.26,5672.36,116.4,126.93,2331.2,1158.9,504.5,1491.8,1347.42,102.93,10512.16,1047.78,1818.29,1964.63
6-May-16,1485.799,2648.45,3435.7093,1061.83,99.35,97.42,1359.91,1728.66,54.09,7934.49,392.81,226.416,271.77,2157.63,102.89,122.83,127.25,11632.11,956.37,50.52,782.68,531.47,5321.78,114.44,129.15,2277.67,1119.02,479.79,1431.54,1290.77,98.86,10136.64,1021.52,1783.89,1955.85
13-May-16,1428.659,2658.16,3459.3883,1068.12,97,99.31,1370.17,1733.14,53.02,8102.21,386.97,224.801,272.61,2157.76,101.46,123.27,127.83,11404.65,964.55,50.3,794.16,524.64,5289.55,115.45,130.66,2257.3,1124.23,487.38,1429.49,1293.55,99.28,10233.04,1044.02,1786.37,1946.66
20-May-16,1431.921,2624.9,3410.9028,1074.03,96.1,98.61,1304.36,1757.84,53.36,8198.25,384.15,220.17,265.52,2079.56,102.65,124.18,127.29,11425.52,954.14,50.52,807.97,520.29,5185.34,116.25,129.99,2283.73,1095.33,467.92,1435.03,1309.06,99.8,10381.01,1053.16,1791.22,1952.72
27-May-16,1472.207,2688.64,3364.6724,1084.17,99.59,102.31,1263.59,1785.8,55.4,8422.01,398.53,226.262,271.14,2058.53,107.14,128.18,131.45,11692.26,998.25,51.53,811.81,528.3,5271.37,121.14,131.44,2337.73,1102.04,481.31,1456.4301,1359.88,103.8,10633.08,1088.95,1823.97,1996.91
3-Jun-16,1492.202,2731.54,3342.1209,1064.74,96.65,101.85,1323.64,1797.15,55.72,8375.42,401.22,229.446,269.6,2104.07,106.67,125.69,129.22,11947.73,1004.03,49.56,803.52,534.34,5196.04,119.6,130.52,2282.94,1164.02,470.43,1457.48,1386.78,99.79,10425.92,1070.53,1805.33,1998.83
10-Jun-16,1452.544,2769.3,3411.4666,1061.83,93.95,100.41,1335.81,1768.16,55.48,8149.7,406.11,229.986,270.15,2109.85,105.77,122.25,125.81,12004.35,993.33,48.57,799.04,543.62,5155.8,115.23,127.28,2260.33,1146.73,483.76,1466.51,1359.22,96.22,10190.57,1041.1,1779.4,1994.56
17-Jun-16,1469.778,2804,3388.3513,1030.58,93.39,97.78,1341.38,1751.57,53.82,7723.42,396.66,223.738,263.49,2103.36,103.02,119.13,123.09,11539.19,993.37,48.1,753.24,529.08,5072.02,111.07,126.4,2221.87,1161.98,475.28,1431.98,1322.97,94.8,10063.39,1013.7,1752.51,1972.15
24-Jun-16,1413.055,2684.82,3423.8698,1021.25,90.78,97.41,1383.36,1748.44,54.08,7865.04,394.43,225.848,260.71,2135.97,107.43,116.91,122.4,11548,986.34,44.49,725.09,525.02,5035.42,111,122.29,2230.41,1142.93,474.52,1418.58,1331.18,87.89,10565.52,1017.89,1787.96,1939.51
1-Jul-16,1454.413,2780.55,3398.4995,1048.73,92.16,102.1,1498.68,1768.23,55.68,8229.93,410.16,231.666,265.54,2284.43,107.49,121.24,125.07,11882.94,1014.21,46.41,753.04,541.3,5349.87,113.6,129.27,2320.25,1206.27,484.38,1483.51,1357.28,93.61,10405.82,1060.73,1916.98,2001.46
8-Jul-16,1431.63,2784.73,3418.7958,1043.4,90.47,100.33,1496.94,1787.79,55.03,8144.57,404.83,229.096,263.99,2259.47,105.69,118.9,123.17,11817.57,1017.14,45.7,726.74,533.83,5193.66,112.7,132.71,2307.68,1223.65,484.62,1479.12,1329.42,92.79,10277.12,1053.71,1920.2,2027.71
15-Jul-16,1496.615,2839.88,3488.7052,1082.87,98.33,100.39,1575.48,1821.42,57.65,8209.64,423.85,240.936,275.86,2354.03,110.35,123.61,128.57,12346.72,1037.82,47.64,794.19,551.75,5338.93,116.21,132.42,2341.57,1223.22,502.96,1523.2,1387.19,96.73,10641.24,1070.2,1943.1,2057.21
22-Jul-16,1508.421,2783.38,3492.6517,1097.62,98.84,101.33,1609.67,1838.15,58.08,8329.17,424.66,238.24,263.69,2392.21,111.33,124.09,129.73,12630.23,1041.26,47.62,799.71,549.13,5393.14,118.16,136.39,2358.96,1253.63,489.64,1524.62,1405.47,97.57,10667.43,1074.95,1961.24,2071.13
29-Jul-16,1568.416,2742.63,3451.4953,1109.88,98.21,102.33,1642.21,1832.21,57.56,8408.49,426.06,241.975,264.73,2391.35,110.63,125.95,132.07,12695.83,1055.91,47.8,795.9,552.5,5246.76,117.87,140.31,2282.84,1272.69,481.44,1479.66,1395.94,97.24,10734.96,1067.46,1960.33,2070.68
5-Aug-16,1571.901,2701.45,3411.4666,1096.27,97.64,100.66,1674.25,1839.31,58.42,7967.81,433,242.921,267.78,2421.67,109.71,125.21,132.45,12722.13,1060.91,47.17,773.15,555.4,5274.47,118.03,137.93,2284.56,1279.03,488.52,1457.84,1384.93,96.32,10668.42,1075.76,1980.29,2079.19
12-Aug-16,1576.53,2699.54,3462.771,1104.3,100.31,102.36,1710.92,1853.86,61.27,7773.63,443.89,251.239,274.96,2502.9,112.42,127.53,136.82,12922.55,1062.9,48.3,799.26,563.54,5598.25,120.22,138.37,2303.42,1280.4,497.07,1476.17,1411.07,98.6,10929.69,1090.93,2015.72,2080.8
19-Aug-16,1574.032,2669.39,3472.3554,1100.87,99.98,101.52,1691.76,1848.36,62.27,7801.69,444.6,251.485,275.07,2484.21,109.8,124.82,134.71,12749.25,1058.49,46.38,785.21,571.68,5587.25,118.64,139.99,2281.12,1287.92,502.45,1462.4399,1408.67,95.33,10770.85,1068.58,1998.34,2080.25
26-Aug-16,1580.428,2673.03,3405.8287,1101.35,101.98,102.69,1660.1,1848.79,61.69,7868.73,442.49,245.177,274.37,2440.16,111.24,125.86,135.24,12778.88,1046.98,47.98,779.02,565.01,5468.32,120.08,141.25,2297.36,1237.07,505.99,1472.6,1400.89,97.97,10920.77,1074.05,1991.83,2066.65
2-Sep-16,1596.5,2714.25,3395.1168,1073.14,104.68,104.17,1692.97,1868.49,62.46,7848.81,443,239.923,272.22,2452.4,111.92,128.75,136.5,12958.11,1069.55,49.05,813.16,566.11,5382.38,123.67,143.07,2317.17,1271.92,501.24,1439.36,1390.17,101.05,11096.18,1090.62,2008.3,2078.05
9-Sep-16,1583.787,2661.88,3415.4131,1066.22,105.16,102.35,1642.9,1837.5,64.44,7664.99,451.62,241.133,275.52,2383.01,110.83,127.45,134.79,13466.75,1074.89,48.92,813.25,567.91,5183.33,119.81,143.73,2289.47,1230.9,512.92,1480.76,1384.44,102.59,11019.27,1085.94,1973.91,2028.26
16-Sep-16,1545.143,2642.51,3413.7217,1057.8,101.27,101.76,1595.62,1830.43,63.05,7792.02,440.04,235.823,267.26,2300.38,107.97,123.3,131.47,13180.07,1064.21,46,792.05,555.72,4922.56,117.38,136.55,2218.67,1208.18,492.56,1452.6899,1351.58,97.75,10885.35,1069.21,1953.21,2039.51
23-Sep-16,1589.712,2728.94,3367.4913,1085.44,105.47,105.68,1677.3,1859.69,64.72,7735.6,454.88,245.656,279.25,2400.03,112.27,127.38,135.81,13315.67,1070.34,46.69,813.16,570.12,5102.36,120.85,137.43,2287.23,1246.42,516.21,1464.78,1357.54,100.05,11135.64,1087.35,2011.65,2064.63
30-Sep-16,1577.559,2812.62,3287.4337,1087.4,105.41,105.19,1655.73,1866.09,63.16,7502.71,447.52,241.389,272.79,2380.82,112.41,126.16,134.57,13187.49,1050.19,46.46,795.79,568.16,5129.75,121.37,138.42,2303.04,1218.44,512.01,1472.67,1342.78,99.36,11168.19,1071.78,2009.51,2067.66
7-Oct-16,1586.237,2891.26,3275.5942,1100.96,107,104.15,1721.62,1855.85,64.94,7498.63,455.29,240.162,277.42,2443.86,111.53,126.85,135.28,13350.97,1063.65,46.66,814.39,578.22,5230.59,122.16,132.85,2340.05,1160.04,522.19,1483.63,1329.51,99.46,11300.49,1075.44,2039.55,2059.65
14-Oct-16,1575.661,2863.08,3275.5942,1091.55,108.41,105.57,1774.55,1853.3,62.79,7435.58,442.05,234.186,272.49,2496.13,109.29,126.96,135.26,13104.26,1047.2,46.87,809.77,563.12,5271.67,120.31,133.69,2341.72,1164.63,512.8,1443.84,1297.4,99.73,11174.76,1065.5,2042.42,2032.12
21-Oct-16,1592.649,2888.07,3267.1374,1091.57,111.1,105.51,1859.71,1896.62,63.46,7714.04,446.8,238.036,274.27,2599.68,110.05,128.66,136.53,13172.67,1059.07,48.66,820.14,569.61,5447.55,122.15,130.77,2364.32,1216.03,515.16,1452.28,1320.82,104.01,11296.9,1058.53,2043,2040.11
28-Oct-16,1598.609,2798.17,3325.7711,1062.83,114.84,100.16,1859.77,1883.91,62.13,7150.57,441.59,237.734,275.03,2598.41,108.52,129.39,136.21,13077.52,1047.5,49.04,835.71,569.38,5399.7,121.92,131.11,2365.87,1193.31,514.05,1443.53,1299.58,105.64,11261.35,1042.73,2034.87,2025.89
4-Nov-16,1577.715,2673.85,3307.73,1041.71,107.88,95.67,1745.07,1848.89,60.81,6809.87,432.84,230.738,265.38,2462.83,103.96,124.71,130.83,12889.67,1017.57,46.26,807.3,560.96,5143.94,117.64,126.79,2304.22,1226.37,494.18,1431.6,1261.9,100.94,10813.94,1004.54,1946.57,1986.33
11-Nov-16,1607.364,2570.4,3410.9028,1084.6,113.41,95.76,1552.2,1864.74,60.06,6671.37,422.82,223.98,265.52,2205.99,107.28,127.52,135.12,12682.12,986.61,47.76,830.05,557.56,4471.43,118.93,124.51,2360.99,1250.44,503.33,1452.29,1242.54,98.78,11149.11,1037.57,1956.82,2060.24
18-Nov-16,1603.965,2573.39,3435.1455,1079.22,113.13,94.49,1603.64,1898.96,59.76,6754.75,418.14,226.641,266.89,2272.61,105.87,128.72,135.45,12583.66,962.61,47.01,857.61,553.18,4685.17,120.3,129.16,2377.2,1188.38,517.9,1459.9,1272.05,100,11306.92,1048.43,1976.06,2082.87
25-Nov-16,1654.881,2594.07,3473.483,1111.9,114.11,95.81,1640.58,1933.87,60.91,6788.83,422.7,228.118,271.2,2296.2,108.45,129.39,135.85,12651.61,978.12,46.91,882.91,560.36,4629.04,121.68,130.1,2421.25,1226.88,533.31,1489.45,1257.15,99.1,11460.76,1039.46,1990.55,2108.13
2-Dec-16,1633.026,2499.5,3535.4994,1099.6,113.58,93.24,1583.54,1926.05,60.43,6829.7,422.62,227.702,274.31,2248.27,106.65,128.82,133.53,12491.86,975.46,48.72,891.38,562.69,4564.33,118.23,129.83,2410.65,1244.16,551.42,1524.72,1212.54,98.42,11315.49,1027.12,1961.06,2085.48
9-Dec-16,1703.452,2471.28,3622.3224,1125.22,119.17,96.24,1632.49,1961.01,60.85,7070.84,431.79,239.266,287.25,2345.82,111.26,135.16,142.01,12467.14,996.78,52,921.45,581.06,4887.86,123.46,129.4,2520.56,1279.06,579.53,1543.2,1268.83,105.59,11821.99,1065.85,2024.34,2149.3
16-Dec-16,1683.647,2372.9,3630.7791,1120.56,122.36,96.98,1556.61,1959.12,58.57,7194.61,421.7,236.155,292.28,2242.51,113.7,136.88,144.31,12102.96,983.02,54.02,935.46,584.53,4663.63,125.04,127.92,2510.72,1227.99,593.39,1532.4,1238.03,108.54,11941.49,1079.76,2040.24,2147.61
23-Dec-16,1670.159,2369.37,3634.7256,1141.23,121.4,97.24,1602.72,1968.47,57.23,7223.53,411.04,235.262,288.78,2265.15,115.03,137.28,145.12,11877.4,956.4,54.97,931.27,582.08,4631.18,126.71,130.93,2513.65,1224.76,582.24,1493.21,1232.15,108.15,11772.19,1081.22,2056.46,2152.84
30-Dec-16,1669.065,2469.08,3677.0096,1146.21,119.62,97.99,1671.82,1956.11,58.65,7275.95,418.96,244.767,296.98,2340.65,114.49,137.99,145.46,11956.22,983.2,54.72,914,580.57,4696.83,126.41,128.54,2523.77,1248.5,602.59,1496.2,1275.54,107.93,11717.21,1080.31,2077.45,2129.36
6-Jan-17,1700.512,2624.51,3710.8367,1165.09,124.59,98.95,1734.32,1981.92,60.4,7424.66,429.31,247.948,300.12,2382.45,115.53,139.19,146.87,12287.63,992.77,55.79,934.46,587.65,4571.08,127.09,131.2,2573.33,1316.77,610.95,1533.03,1294.68,110.21,11760.81,1105.45,2098.29,2167.35
13-Jan-17,1707.983,2803.21,3666.8614,1167.61,123.67,97.28,1814.04,1973.97,61.28,7278.14,436.64,251.333,302.25,2442.93,113.05,138.24,146.06,12572.74,1009.58,54.09,923.58,604.01,4499.27,126.04,132.26,2568.62,1324.5,603,1553.77,1314.62,108.71,11642.81,1101.05,2120.4,2161.52
20-Jan-17,1705.551,2906.26,3671.9355,1144.7,124.35,97.18,1820.99,1992.27,61.37,7332.97,435.16,248.249,295.62,2454.8,114.86,138.16,147.45,12618.64,1002.85,54.77,922.88,595.79,4532,127.48,132.83,2591.64,1317.23,590.58,1562.05,1299.98,108.44,11822.88,1090.34,2092.94,2162.77
27-Jan-17,1693.047,2940.33,3745.2276,1157.36,126.38,97.54,1885.53,1994.44,62.72,7438.5,445.82,252.853,306.59,2547.95,114.77,137.93,149.79,12890.54,1036.99,53.92,933.36,608.03,4787.71,127.57,134.9,2621.35,1368.94,620.53,1590.78,1298.15,110.03,11945.93,1102.16,2090.47,2185.47
3-Feb-17,1692.336,3059.81,3678.1371,1139.93,126,97.27,1877.65,1978.68,62.38,7377.49,446.72,254.266,308.99,2565.09,112.95,137.52,147.38,12770.86,1044.87,53.31,910.51,603.66,4919.26,128.06,134.04,2609.64,1363.12,611.68,1575.04,1291.95,109.41,12119.57,1098.43,2090.73,2189.44
10-Feb-17,1790.021,3132.69,3672.4993,1158.57,127.11,97.9,1908.99,2009.17,64.21,7468.65,453.83,253.116,305.87,2599.5,114.74,137.47,147.73,12913.85,1054.22,52.68,929.17,601.17,4971.92,129.04,133.07,2564.75,1411.14,600.79,1606.41,1302.82,107.88,12157.4,1111.68,2113.41,2207.2
17-Feb-17,1794.09,3099.03,3750.8655,1182.08,129.78,98.94,1992.93,2027.47,65.72,7562.39,459.98,259.117,309.32,2662.32,116.52,139.35,148.85,13079.19,1055.6,53.13,925.69,601.2,4926.12,130.6,131.36,2553.87,1370.2,591.95,1594.63,1295.82,110.14,12292.19,1113.38,2118.67,2236.24
24-Feb-17,1773.885,3009.14,3737.8984,1166.63,126,98.97,1930.51,1983.48,65.53,7495.2,461.42,255.658,302.64,2618.24,116.66,137.86,149.23,13173.36,1070.86,51.73,929.11,603.76,5027.54,131.96,132.34,2526.08,1352.3,580.51,1614.27,1292.89,108.92,12263.63,1121.19,2108.9,2254.92
3-Mar-17,1771.239,3052.84,3700.6886,1166.29,128.52,99.59,1905.64,1997.91,64.52,7494.48,454.4,252.667,299.75,2606.86,118.58,141.76,151.76,13193.78,1067.66,54.72,933.39,603.24,5115.05,134.92,133.59,2540.46,1349.73,570.27,1610.8,1289.64,113.28,12357.61,1140.55,2145.48,2268.6
10-Mar-17,1767.515,3042.26,3657.2771,1176.9,130.95,99.68,1835.8,1985.56,64.67,7432.37,455.29,247.594,290.53,2540.59,117.94,141.84,150.96,13256.15,1068.57,54.72,941.91,608.47,5062.61,137.64,132.14,2573.28,1282.16,544.2,1615.5699,1289.09,116.06,12408.17,1141.56,2136.47,2258.56
17-Mar-17,1795.765,3186.31,3632.4705,1179.11,130.6,102.45,1851.08,1981.12,67.11,7497.79,475.56,259.431,303.98,2607.09,120.39,142.84,152.61,13475.79,1097.86,55.97,936.6,631.34,5360.7,138.08,130.56,2590.7,1333.46,570.85,1637.34,1324.49,118.86,12411.65,1145.8,2161.86,2265.86
24-Mar-17,1764.025,3237.98,3629.0878,1159.53,129.01,101.34,1817.27,1971.13,67.18,7424.95,476.84,261.626,304.64,2591.49,119.77,142.99,151.8,13585.25,1089.36,56.23,914.86,632.83,5414.61,137.27,126.29,2551.7,1330.4,581.26,1609.58,1314.76,120.01,12393.54,1137.11,2137.95,2234
31-Mar-17,1792.641,3336.67,3638.1084,1200.4,130.15,101.48,1874.53,1989.91,66.83,7495.31,476.84,258.609,306.39,2658.55,119.85,144.74,154.06,13515.36,1097.94,56.85,913.62,629.9,5526.76,138.23,127.96,2555.91,1327.94,574.7,1638.14,1294.73,121.02,12434.87,1147.05,2147.34,2255.71
7-Apr-17,1812.01,3416.09,3694.4869,1191.53,131.58,101.88,1847.9,2001.62,67,7593.13,476.37,250.812,307.52,2639.05,119.73,145.83,153.97,13709.71,1103.54,56.56,887.42,624.51,5491.83,138.26,128.99,2554.52,1315.91,575.34,1634.2,1310.36,122.43,12302.72,1140.16,2127.47,2245.67
14-Apr-17,1778.43,3416.5,3683.775,1202.84,129.06,101.27,1804.3,1976.01,67.02,7694.28,474.8,252.588,295.44,2605.57,120.6,144.59,152.64,13747.18,1093.78,55.12,874.47,619.48,5524.8,138.44,127.55,2564.17,1258.57,549.86,1629.35,1350.37,119.57,12393.4,1141.12,2135.05,2219.02
21-Apr-17,1789.88,3423.9,3616.1207,1187,128.56,100.05,1818.14,1991.35,67.17,7691.01,472.58,254.395,299.73,2609.31,120.38,144.78,151.59,13547.21,1087.86,55.24,881.38,620.04,5489.35,138.32,127.66,2505.82,1275.35,554.2,1612.7,1323.17,120.38,12358.74,1132.49,2075.22,2244.87
28-Apr-17,1746.003,3415.47,3612.738,1208.34,138.02,102.8,1826.72,1987.55,68.2,7954.7,484.25,259.682,313.12,2600.69,123.7,150.41,156.31,13924.58,1107.9,57.18,915.09,644.51,5464.22,141.05,131.44,2511.11,1260.3,573.23,1636.28,1359.71,124.5,12848.23,1165.97,2097.2,2272.62
5-May-17,1792.35,3478.46,3590.7504,1195.79,138.61,107.05,1823.24,1967.99,67.85,8101.79,487.6,255.698,308.27,2592.38,126.55,153.38,157.97,13884.11,1102.35,58.8,926.47,657.64,5418.44,143.58,131.72,2531.07,1258.69,552.96,1668.55,1353.32,128.22,12954.71,1188.83,2109.14,2276.03
12-May-17,1684.781,3513.36,3603.1537,1191.74,139.56,107.15,1911.05,1983.32,69.64,8105.48,496.49,261.257,312.66,2678.21,127.66,153.43,157.99,14107.08,1120.14,59.9,947.05,674.73,5485.48,143.72,131.36,2604.07,1319.58,559.83,1689.92,1382.92,126.21,12960,1199.34,2148.92,2280.19
19-May-17,1702.218,3378.59,3606.5364,1162.74,143.78,103.89,1660.98,1945.47,70.01,7995.98,495.99,260.226,308.82,2460.96,125.5,150.92,155.73,14007.66,1114.07,59.47,927.14,673.72,5392.67,141.72,130.04,2582.17,1340.55,557.1,1670.53,1386.29,123.88,12705.98,1180.8,2164.74,2253.14
26-May-17,1742.109,3565.72,3591.3142,1171.64,148.9,104.05,1723.01,1964.04,72.29,8113.71,507.62,268.744,315.76,2551.13,129.01,152.45,156.31,14130.86,1126.38,59.22,940.78,687.52,5639.36,143.04,130.74,2630.76,1347.94,547.34,1681.3101,1395.81,127.07,12899.93,1194.06,2186.82,2300.5
2-Jun-17,1718.67,3700.31,3595.2607,1169.05,144.46,104.03,1726.78,1968.02,72.48,8303.89,510.34,263.384,309.3,2545.73,130.29,152.98,158.47,14445.49,1135.61,58.12,961.29,693.73,5570.26,143.44,131.08,2569.61,1336.23,533.55,1679.66,1356.74,126.64,12972.64,1193.93,2194.18,2324.48
9-Jun-17,1721.569,3615.09,3535.4994,1145.34,146.21,102.34,1709.98,1964.93,74.26,8196.23,515.55,257.478,306.6,2543.7,129.54,150.77,156.95,14568.97,1138.11,58.47,946.8,691.2,5648.8,142.79,129.9,2552.47,1376.11,527.57,1673.36,1331.18,128.03,12950.59,1164.86,2165.4,2319
16-Jun-17,1703.288,3436.65,3523.0961,1162.89,143.64,101.91,1695.15,1931.67,71.86,8224.85,507.28,252.251,299.35,2534.94,129.3,149.47,156.59,14343.91,1128.17,58.14,944.73,693.18,5672.15,141.56,131,2532.46,1377.84,503.54,1670.96,1288.57,125.14,12831.99,1170.5,2155.81,2317.07
23-Jun-17,1701.205,3463.42,3642.6186,1150.27,140.78,101.51,1646.04,1937.91,73.28,8337.66,513.03,251.07,298.14,2484.86,130.21,151.32,157.84,14408.32,1122.47,58.36,957.46,701.27,5654.84,141.9,131.17,2515.04,1394.82,502.06,1668.25,1315.72,125.18,13017.41,1195.32,2160.54,2319.2
30-Jun-17,1711.417,3440.53,3629.0878,1173.28,143.41,98.6,1691.95,1939.27,73.44,8063.93,513.98,253.723,304.68,2531.8,125.63,147.57,153.09,14360.59,1119.85,57.77,966.06,708.42,5726.51,138.42,131.87,2519.59,1386.64,510.94,1695.79,1304.61,123.29,12732.74,1179.85,2134.62,2305.22
7-Jul-17,1656.131,3504.21,3565.38,1161.96,147.97,98.5,1685.5,1923.93,72.63,8125.05,509.66,251.156,304.13,2529.18,127.05,147.33,152.7,14179.24,1139.31,58.62,960.8,706.9,5709.03,139.1,133.21,2542.75,1399.04,506.17,1673.58,1301.96,123.22,12795.14,1172.43,2131.51,2294.33
14-Jul-17,1684.041,3442.17,3655.5857,1158.11,148.86,101.06,1815.2,1934.12,75.47,8225.68,524.86,259.518,311.75,2687.5,130.11,149.69,155.9,14532.57,1167.1,59.83,962.73,718.38,6006.11,141.68,132.2,2632.31,1437.23,530.52,1681.98,1359.96,125.04,12971.46,1188.49,2153.9,2331.2
