Date,LUXXX,MSCI ARGENTINA,BLP ORIENTE MEDIO,MSCI AUSTRALIA,MSCI AUSTRIA,MSCI BELGIUM,MSCI BRAZIL,MSCI CANADA,MSCI CHINA,MSCI DENMARK,MSCI EM ASIA,MSCI EM EU-MIDE-AFRICA,MSCI EM EUROPE,MSCI EM LATIN AMERICA,MSCI FINLAND,MSCI FRANCE,MSCI GERMANY,MSCI HONG KONG,MSCI INDIA,MSCI ITALY,MSCI JAPAN,MSCI KOREA,MSCI MEXICO,MSCI NETHERLANDS,MSCI NEW ZEALAND,MSCI NORWAY,MSCI PERU,MSCI RUSSIA,MSCI SINGAPORE,MSCI SOUTH AFRICA,MSCI SPAIN,MSCI SWEDEN,MSCI SWITZERLAND,MSCI UK,MSCI USA
10-May-19,1344.63,2002.6,2629.9,1263.82,132.74,85.2,2000.15,2087.89,81.51,8300.12,523.29,254.646,306.47,2656.22,122.05,153.71,142.72,16131.99,1287.82,57.21,933.06,631.6,4671.71,149.4,154.52,2934.57,1689.64,640.98,1722.4,1418.74,108.16,12865,1266.87,2074.19,2746.24
17-May-19,1321.037,1966.36,2575.01,1271.18,132.61,85.58,1862.15,2097.07,78.27,8216.14,503.62,250.456,310.46,2527.16,124.52,156.63,143.23,15856.33,1294.31,57.72,935.79,613.02,4682.7,151.05,157,2966.32,1650.5,661.12,1689.95,1383.92,110.48,12927.13,1291.54,2116.83,2725.15
24-May-19,1240.996,2103.04,2589.68,1295.08,128.05,84.32,1950.43,2074.27,74.64,8344.89,496.66,246.885,315.18,2582.26,123.23,153.04,139.74,15704.57,1342.57,55.95,927.8,614.33,4593.36,148.01,158.21,2938.17,1652.18,675.64,1666.4,1323.03,109.44,12629.59,1292.95,2095.24,2692.6
31-May-19,1228.411,2063.48,2620.33,1283.86,124.63,83.36,2091.4,2048.68,74.15,8140.13,498.35,253.679,323.9,2683.71,120.96,150.22,136.69,15346.78,1355.93,54.34,910.52,614.03,4495.86,145.87,155.61,2870.46,1679.64,684.79,1630.43,1375.08,107.52,12151.87,1276.38,2062.67,2623.15
7-Jun-19,1251.68,2166.05,2650.95,1296.11,125.98,85.21,2141.08,2074.29,74.3,8307.38,501.34,257.337,333.56,2745.46,122.12,154.49,139.36,15510.5,1348.65,55.9,922.05,624.55,4564.36,148.83,152.83,2944.65,1733.35,703.23,1656.15,1417.28,110.31,12589.29,1304.46,2111.58,2738.4
14-Jun-19,1279.997,2468.49,2614.31,1316.71,125.97,85.06,2125.84,2083.52,75.32,8486.93,505.32,259.884,333.53,2754.02,123.26,154.49,139.71,15524.71,1344.23,56.63,931.05,628.49,4643.54,149.25,155.5,2938,1694.77,710.7,1696.52,1417.87,109.58,12753.93,1316.73,2115.21,2751.34
21-Jun-19,1254.494,2560.06,2658.88,1337.19,127.33,87.18,2251.79,2112.56,79.02,8467.16,524.51,267.554,340.26,2879.27,125,158.58,142.63,16287.33,1327.88,58.76,932.36,640.94,4713.51,152.13,155.57,2969.94,1750.81,726.88,1762.29,1446,110.22,13077.26,1326.08,2133.25,2812.11
28-Jun-19,1302.973,2612.34,2962.81,1332.04,128.98,86.84,2218.85,2094.3,79.25,8413.73,527.03,266.941,344.35,2843.62,125.04,158.95,143.44,16345.55,1336.42,58.23,936.1,645.79,4623.28,152.06,158.61,2935.72,1766.75,732.21,1767.58,1414.21,109.88,12984.32,1324.06,2139.2,2803.32
5-Jul-19,1286.774,2642.02,2991.83,1355.77,131.49,90.18,2286.5,2113.94,79.93,8550.5,528.37,267.127,348.57,2909.72,126.38,160.45,145.35,16718.92,1333.69,60.32,958.51,638.14,4690.72,154.92,161.49,2997.7,1811.14,741.48,1784.8,1402.43,111.92,13108.2,1334.44,2173.91,2850.48
12-Jul-19,1279.506,2728.75,2685.58,1343.34,130.31,87.21,2331.58,2105.47,78.66,8328.1,521.65,265.961,342.01,2940.25,125.02,159.77,142.55,16562.54,1307.54,60.83,950.26,634.84,4614.57,153.86,164.82,2986.8,1786.03,730.45,1781.15,1392.95,111.43,13060,1309.14,2160.34,2873.35
19-Jul-19,1271.456,2547.92,3093.89,1342.27,128.18,89.75,2323.74,2102.02,79.51,8374.17,526.15,268.077,339.76,2913.62,124.82,159.49,141.63,16766.03,1296.22,59.26,943.72,639.78,4516.43,155.77,165.64,2934.88,1775.16,710.71,1794.11,1414.43,109.68,12901.95,1331.68,2161.58,2838.94
26-Jul-19,1333.627,2641.8,3195.78,1360.19,132.83,94.29,2286.24,2106.37,79.94,8482.96,523.67,263.57,337.66,2859.67,128.55,161.26,143.81,16342.63,1281.67,59.69,948.64,635.51,4396.46,159.27,166.53,2945.23,1749.86,710.4,1786.68,1394.52,110.53,12896.73,1338.14,2172.14,2886.54
2-Aug-19,1266.696,2507.28,2900.39,1356.56,128.62,92.72,2217.06,2065.41,75.62,8377.74,500.02,253.33,323.39,2761.51,125.24,154.3,138.43,15359.32,1248.22,57.59,927.39,611.64,4254.44,153.29,167.54,2906.48,1631.6,676.68,1738.49,1375.94,106.36,12533.45,1321.43,2129.74,2795.25
9-Aug-19,1230.886,2666.14,3233.95,1317.38,125.6,90.37,2215.69,2073.66,73.21,8410.67,487.22,246.249,322.49,2766.84,125.64,153.32,136.02,14758,1262.41,55.5,909.06,592.22,4279.53,149.87,165.8,2854.34,1588.11,679.93,1701.13,1346,104.62,12238.09,1315.95,2083.36,2783.05
16-Aug-19,1194.115,1631.96,3190.8,1286.52,123.26,89.06,2090.54,2047.81,74.23,8545.76,487.7,239.088,308.5,2609.83,123.4,152.45,134.25,14762.9,1257.07,55.47,898.25,591.66,4144.32,151.17,161.63,2825.17,1545.49,652.08,1665.25,1312.06,103.74,12115.48,1313.03,2043.94,2753.1
23-Aug-19,1205.307,1465.54,2768.85,1310.76,125.96,88.76,2012.34,2031.64,75.06,8677.57,491.12,242.387,315.43,2532.2,122.19,153.27,135.18,14856.07,1241.67,55.88,908.45,596.24,4148.63,150.25,159.15,2841.89,1525.97,672.89,1661.2,1314.58,103.03,12116.69,1316.69,2037.54,2713.78
30-Aug-19,1243.918,1275.77,2758.6,1325.06,125.07,90.36,2051.87,2085.81,75.36,8643.64,495.88,243.561,318.55,2600.89,123.63,157.6,138.94,14478.54,1265.41,58.37,913.8,603.6,4402.43,155.91,163.31,2912.15,1577.44,683.49,1661.64,1346.49,104.9,12527.82,1338.2,2069.96,2787.6
6-Sep-19,1267.113,1341.53,2890.92,1332.99,126.75,90.36,2124.79,2098.55,77.86,8822.83,507.04,249.842,326.84,2680.7,126.53,160.87,141.93,14955.57,1253.25,60.05,931.56,619.67,4508.32,159.96,170.93,2941.27,1605.8,705.33,1688.04,1367.26,107.06,12729.76,1362.4,2092.21,2836.88
13-Sep-19,1350.339,1277.69,2888.39,1342.7,131.97,93.63,2138.38,2122.98,79.49,8614.86,517.01,254.602,334.52,2709.47,128.57,162.32,144.78,15226.23,1265.94,60.63,975.51,632.06,4572.06,162.09,164.14,3008.03,1630.22,717.56,1721.13,1402.56,109.18,13287.13,1348.72,2115.97,2861.78
20-Sep-19,1325.094,1355.52,3216.34,1356.41,133.76,94.07,2101.53,2149.44,78.02,8760.27,515.12,251.817,334.04,2688.68,128.17,163.27,144.37,14591.84,1282.98,60.49,977.91,645.98,4637.52,160.9,162.44,3077.37,1601.86,725.29,1693.59,1381.26,109.55,13279.1,1350.02,2110.89,2848.6
27-Sep-19,1319.853,1383.98,3187.88,1354.38,130.66,93.5,2117.52,2123.16,74.91,8732.58,503.35,247.491,331.6,2686.28,127.11,161.95,143.37,14298.69,1296.15,60.19,970.04,632.09,4524.5,160.51,161.78,3012.18,1631.73,711.45,1676.24,1338.31,109.5,13074.35,1351.67,2133.28,2818.25
4-Oct-19,1273.046,1441.34,3147.84,1310.68,125.06,90.8,2108.94,2086.24,75.42,8494.64,501.84,242.756,322.5,2691.95,123.22,157.77,139.6,14220.02,1265.07,58.57,950.48,624.46,4617.19,158.1,162.25,2944.96,1584.04,690.78,1651.4,1322.88,106.68,12653.82,1326.09,2053.71,2810.02
11-Oct-19,1326.45,1433.67,3237.69,1328.55,129.28,92.56,2111.26,2085.6,77.09,8514.83,510.22,246.597,328.77,2702.55,127.83,162.68,144.51,14291.1,1279.19,60.42,964.13,635.59,4645.01,161.21,161.4,3004.18,1590.55,709.63,1680.98,1355.56,110.26,13126.24,1349.2,2080.03,2827.66
18-Oct-19,1335.594,1374.51,3163.36,1339.49,130.61,92.78,2112.69,2079.28,77.34,8571.2,517.61,248.899,334.46,2711.28,129.15,162.08,146.41,14540.52,1320.78,60.76,981.01,638.58,4691.05,160.7,165.3,3011.46,1596.49,720.99,1675.14,1363.66,110.9,13476.95,1335.31,2052.5,2841.61
25-Oct-19,1377.124,1335.84,3172.21,1360.68,136.81,88.16,2227.6,2087.47,77.61,8810.62,521.22,253.544,345.99,2793.19,125.75,164.6,149.32,14674.85,1307.3,61.56,995.79,650.92,4711.93,160.59,161,3034.32,1617.01,755.26,1714.93,1336.36,112.29,13783.84,1363.12,2098.92,2877.61
1-Nov-19,1381.778,1316.75,3125.29,1342.94,137.56,87.18,2266.28,2111.17,78.8,9036.95,529.85,252.951,353.27,2822.35,125.4,165.88,150.06,15152.43,1347.68,62.41,1006.82,655.49,4743.14,160.82,162.86,3032.1,1674.23,774.57,1738.06,1350.53,110.24,13715.66,1370.6,2091.07,2919.34
8-Nov-19,1437.253,1336.37,3030.24,1355.21,141.02,87.99,2171.02,2152.44,81.24,9211.78,541.67,256.658,355.93,2740.11,126.01,169.23,152.93,15458.07,1340.85,63.95,1028.59,665,4733.93,164.6,166.23,3048.6,1617.45,780.32,1758.94,1366.5,111.28,13997.49,1378.3,2109.1,2943.73
15-Nov-19,1372.043,1300.92,3057.26,1366.67,138.47,88.93,2121.53,2170.3,78.59,9275.51,532.29,256.211,352.14,2689.73,125.07,170.49,152.91,14596.06,1334.8,63.94,1023.25,675.02,4677.53,165.37,167.08,2996.4,1628.43,766.26,1746.01,1355.68,109.18,13889.07,1378.53,2091,2971.24
22-Nov-19,1342.851,1359.01,3044.37,1347.64,137.55,88.2,2164.58,2158.35,79.16,9065.03,531.01,257.098,350.64,2712.4,123.48,169.24,152.29,14698.2,1342.09,62.91,1020,655.7,4656.28,163.7,171.08,3013.24,1619.51,763.16,1737.13,1374.51,109.38,13657.39,1383.84,2098.03,2963.98
29-Nov-19,1364.138,1403.63,3043.71,1373.06,134.78,88.76,2125.49,2166.65,79.5,9269.77,529.78,250.609,346.17,2656.99,123.94,169.71,153.3,14708.72,1355.92,62.78,1025.53,648.36,4546.75,164.98,177.86,2958.98,1644.48,752,1717.53,1310.56,110.24,13683.41,1401.79,2103.09,2993.5
6-Dec-19,1345.235,1410.02,2694.71,1344.56,135,89.08,2209.79,2158.81,80.5,9421.39,533.44,251.072,346.93,2733.3,122.68,168.76,152.57,14689.84,1339.88,62.49,1032.53,648.27,4485.91,166.21,176.23,2960.59,1620.35,759.5,1720.42,1305.78,110.49,13777.84,1397.79,2072.38,2996.71
13-Dec-19,1382.148,1463.83,2722.43,1351.56,135.61,88.41,2273.81,2163.09,83,9395.13,553.71,257.516,358.2,2837.48,124.07,169.88,153.98,15230.83,1358.06,62.82,1049.71,682.3,4788.23,167.24,176.52,2963.75,1648.05,786.15,1734.55,1342.18,112.37,14013.83,1392.75,2104.35,3016.65
20-Dec-19,1361.794,1528.2,2768.56,1366.77,138.69,90.68,2338.17,2177.98,84.83,9513.7,563.04,264.673,361,2900.22,128.22,172.72,154.4,15074.83,1379.46,64.78,1044.37,694.67,4855.85,169.59,179.67,3014.92,1674.68,798.39,1732.02,1382.78,114.1,14238.85,1425.84,2168.76,3067.22
27-Dec-19,1391.258,1614.03,2764.88,1365.71,137.98,90.91,2371.52,2179.76,85.91,9612.89,568.41,267.684,366.62,2930.33,128.78,173.21,154.58,15200.48,1380.35,64.06,1044.41,695.05,4855.59,169.98,180.74,3028.99,1692.49,808.71,1739.67,1379.92,114.19,14265.94,1433.45,2186.2,3085.41
3-Jan-20,1370.055,1570.68,2769.09,1347.94,137.85,90.71,2404.74,2166.84,87.14,9403.41,570.66,268.216,370.44,2968.38,129.43,173.35,153.65,15486.69,1378.99,63.89,1037.6,684.53,4894.22,169.74,179.73,3047.86,1692.37,819.34,1745.9,1387.83,113.65,14176.53,1429.94,2179.94,3081.74
10-Jan-20,1367.768,1586.09,2749.26,1387.98,137.85,90.73,2339.65,2188.89,88.5,9531.76,578.38,269.465,378.09,2917.88,129.6,173.21,156.31,15641.04,1382.3,64.71,1047.56,702.99,4919.48,170.39,178.03,3041.05,1650.62,842.45,1758.16,1376.85,112.8,14185.41,1420.66,2169.1,3112.39
17-Jan-20,1360.782,1603.94,2828.28,1413.44,135.16,90.29,2330.46,2228.76,89.84,9844.58,586.43,271.435,381.06,2924.86,133.34,175.2,156.69,16011.51,1403.52,65.01,1050.1,718.91,5063.03,172.23,182.99,3052.07,1683.16,852.93,1767.85,1399.82,113.91,14527.31,1449.47,2195.44,3173.84
24-Jan-20,1373.847,1555.57,2837.99,1422.28,133.63,89.94,2327.62,2228.33,85.49,9984.41,570.52,266.585,372.83,2893.62,132.68,173.35,157.3,15314.71,1397.92,64.25,1047.24,716.26,4958.72,171.58,185.24,3028.72,1653.86,829.51,1752.55,1369.11,112.66,14421.88,1453.37,2170.15,3143.46
31-Jan-20,1290.489,1547.15,2790.42,1407.11,129.69,87.45,2192.91,2194.33,81.29,9814.91,540.61,254.577,353.33,2751.56,131.07,167.67,150.68,14493.34,1358.08,62.56,1020.69,674.34,4822.84,165.19,183.9,2958.38,1576.04,781.04,1701.65,1339.98,110.67,14085.61,1423.56,2084.42,3078.78
7-Feb-20,1437.401,1589.61,2769.58,1406.33,133.57,90.08,2176.35,2238.15,84.97,10255.73,560.51,254.97,353.34,2756.72,136.61,173.96,155.7,14938.09,1383.11,65.79,1050.04,709.32,4895.46,173.62,186.42,2990.16,1547.7,775.61,1708.51,1378.37,116.04,14663.69,1470.91,2132.06,3175.86
14-Feb-20,1401.883,1573.28,2733.72,1431.13,134.29,91.13,2188.69,2261.28,86.82,10330.06,569.38,255.964,354.8,2783.98,136.7,175.35,158.24,15130.08,1387.64,66.43,1033.52,721.72,5034.36,178.57,188.13,3007.91,1562.57,783.16,1726.91,1402.79,117.81,14989.15,1484.52,2113.96,3229.48
21-Feb-20,1405.657,1657.23,2737.51,1431.46,131.44,88.97,2128.36,2258.21,86.05,10373.72,557.22,254.196,351.68,2706.93,134.53,174.36,156.45,14836.44,1384.18,66.09,1019.5,696.02,4899.06,175,193.95,2993.81,1530.03,780.52,1700.57,1382.51,116.94,14895.94,1483.55,2112.83,3191.16
28-Feb-20,1241.031,1419.32,2590,1293,116.64,73.48,1898.68,2061.56,82.37,9288.47,524.95,223.745,301.66,2411.76,121.75,154.15,137.65,14332.28,1272.51,58.88,922.53,636.97,4336.67,153.3,182.01,2687.31,1383.55,668.21,1615.89,1223.67,103.48,13278.56,1315.32,1879.33,2822.38
6-Mar-20,1142.866,1373.93,2460.54,1243.99,105.85,71.52,1752.7,2037.54,83.82,9443.84,533.33,223.434,298.28,2288.15,117.01,149.13,133.73,14210.93,1257.4,56.02,900.37,653.58,4303.02,151.9,185.63,2610.21,1410.14,642.81,1593.53,1262.44,99.13,12919.95,1308.45,1844.58,2837.92
13-Mar-20,949.586,1141.5,2032.12,1113.01,81.8,57.44,1434.46,1737.97,77.35,8141.26,479.7,182.311,234.24,1886.7,93.87,119.44,106.51,13077.42,1131.46,42.65,772.5,573.11,3620.58,126.59,161.23,2222.44,1227.15,503.02,1401.63,1077.66,78.21,10845.67,1126.97,1527.66,2578.81
20-Mar-20,871.5,844.09,1819.24,962.44,78.29,59.42,1122.7,1503.01,72.29,8027.5,437.52,166.652,216.88,1495.02,94.03,117.46,103.11,11995.39,1005.18,42.5,774.17,509.13,2973.22,125.89,156.9,2290.53,1003.56,469.02,1275.64,942.48,76.78,10666.82,1159.41,1484.41,2190.98
27-Mar-20,881.574,913.21,1809.12,964.75,80.69,59.78,1193.69,1613.49,75.64,8453.36,459.72,172.401,224.4,1576.28,99.58,125.68,111.21,12383.51,988.65,45.21,881.77,557.04,3014.91,132.13,164.17,2256.41,973.84,485.02,1350.39,1008.93,80.75,11165.38,1202.13,1573.39,2420.7
3-Apr-20,881.355,885.82,1722.87,1012.99,79.56,61.07,1096.65,1649.5,75.35,8927.03,453.18,176.767,238.09,1482.97,101.14,119.91,110.01,12483.31,938.37,43.94,805.31,550.44,2804.73,131.51,171.19,2410.36,989.92,538.73,1263.9,1041.99,78.38,11114.66,1238.21,1545.21,2364.36
10-Apr-20,937.401,977.78,1830.02,1074.25,89.96,65.6,1285.05,1796.07,78.41,8966.16,478.75,193.364,260.54,1690.18,107.38,130.67,121.64,13221.38,1061.34,46.84,867.37,588.1,3084.43,142.67,168.77,2444.36,1059.8,588.33,1363.58,1129.99,83.47,11844.35,1262.93,1663.09,2657.07
17-Apr-20,936.197,1019.22,1859.79,1088.16,84.72,64.3,1248,1822.07,80.4,9430.71,493.21,183.807,246.64,1647.87,108.21,130.09,122.43,13442.78,1083.56,45.22,876.31,605.82,2997.74,144.43,182.6,2488.7,1092.97,545.93,1381.34,1146.23,80.71,12057.51,1291.14,1646.49,2740.34
24-Apr-20,921.172,970.79,1891.06,1039.34,86.23,61.95,1104.13,1826.19,79.12,9586.11,482.35,184.091,245.6,1502.07,108.06,127.25,119.74,12984.68,1066.6,44.3,859.64,592.17,2884,144.75,177.35,2432.96,1047.24,549.43,1337.05,1178.53,77.81,11939.07,1297.55,1634.44,2705.7
1-May-20,975.707,1026.6,2026.61,1035.26,92.01,65.85,1218.06,1850.98,80.22,9538.66,501.19,190.638,252.24,1639.3,114.41,132.49,125.21,13317.35,1146.78,46.56,865.26,609.65,3076.37,147.15,176.61,2570.18,1092.67,558.06,1414.01,1196.51,81.57,12409.17,1286.87,1637.25,2701.64
8-May-20,993.358,1159.84,1922.61,1059.71,93.85,64.33,1165.25,1892.33,81.31,9651.74,498.43,189.927,253.09,1624.04,114.05,132.23,125.59,13187.8,1087.33,45.88,882.17,605.96,3307.61,150.14,181.88,2492.07,1152.42,572.7,1390.45,1209.31,79.85,12302.44,1299.1,1686.2,2805.05
15-May-20,915.928,1165.69,1894.47,1060.09,88.89,60.65,1109.43,1852.32,81.07,9752.92,494.9,187.104,247.38,1540.91,109.39,124.67,120.58,12928.27,1077.39,44.15,877.86,598.11,3103.85,145.4,182.85,2431.6,1075.89,557.38,1353.38,1182.33,76.34,11748.82,1278.18,1646.46,2741.83
22-May-20,928.745,1300.24,1938.91,1074.14,87.23,60.71,1230.38,1884.22,78.99,10110.93,489.13,198.063,264.68,1670.06,117.36,129.2,127.26,12225.82,1071.7,45.59,891.29,612.88,3266.43,152.66,179.58,2485.18,1080.42,601.55,1352.69,1197.7,79.18,12222.55,1299.37,1699.26,2832.78
29-May-20,973.765,1284.38,1961.48,1125.28,92.48,65.02,1338.18,1918.45,80.68,10166.45,502.34,200.313,275.68,1774.53,122.62,136.29,132.96,12141.89,1121.78,48.19,945.53,633.55,3391.89,155.68,183.07,2545.53,1113.07,616.99,1358.26,1171.36,83.77,12860.4,1313.9,1722.12,2918.45
5-Jun-20,1089.927,1321.32,2039.48,1177.37,105.94,72.1,1575.92,1997.7,85.58,10161.85,537.6,214.894,293.43,2055.09,127.35,150.42,145.67,13448.36,1178.88,53.25,977.11,687.88,3758.37,165.06,184.07,2697.44,1297.2,652.77,1481.11,1267.14,92.96,13681.98,1347.36,1834.87,3056.71
12-Jun-20,1020.044,1352.66,2103.25,1150.08,98.02,66.71,1516.32,1923.34,84.84,10128.28,531.62,210.301,282.39,1959.31,120.41,140.09,136.28,13347.09,1165.88,50.06,953.67,667.51,3507.43,158.55,180.29,2604.33,1226.41,627.47,1439.36,1251.17,86.13,12710.84,1302.4,1730.26,2915.7
19-Jun-20,988.973,1345.9,2078.38,1164.91,97.73,68.91,1494.05,1950.09,87.49,10451.15,541.72,211.08,283.02,1939.99,123.87,143.92,140.15,13495.26,1195.22,51.91,959.44,672.02,3537.22,166.09,187.45,2565.53,1190.73,627.4,1409.05,1269.87,88.02,13188.37,1364.37,1780.96,2976.76
26-Jun-20,969.117,1328.89,2086.51,1160.87,93.37,66.96,1425.22,1914.57,87.56,10308.85,543.75,208.086,279.08,1856.27,122.3,141.92,137.18,13486.57,1208.43,50.72,956.93,672.36,3380.27,164.33,187.7,2495.28,1124.71,620.75,1396.18,1256.58,85.52,13087.74,1335.37,1742.63,2893.15
3-Jul-20,993.328,1414.54,2061.49,1189.86,95.22,68.56,1503.36,1963.52,91.83,10517.42,563.34,210.655,278.11,1952.03,123.96,144.99,141.55,13786.55,1234.94,52.29,944.54,676.05,3512.34,168,198.03,2497.38,1121.91,614.16,1427.57,1289.51,88.44,13395.12,1344.48,1740.95,3011.4
10-Jul-20,1013.807,1518.94,2082.19,1159.9,95.75,69.99,1549.44,1976.49,98.56,10670.1,586.29,213.843,279.23,1971,121.95,143.97,142.71,13698.62,1250.4,52.4,936.05,672.71,3355.27,170.16,195.94,2494.48,1126.14,619.4,1427.1,1316.46,87.88,13537.38,1361.64,1722.21,3072.38
17-Jul-20,1017.482,1500.9,2052.67,1185.31,97.54,70.72,1591.85,2027.48,94.06,10888.62,576.07,212.522,273.34,2005.57,125.08,146.81,145.16,13511.62,1271.33,54.17,957.3,688.1,3357.24,170.03,198.77,2653.7,1137.26,596.39,1413.94,1325.99,89.53,14022.73,1385.26,1776.51,3107.77
24-Jul-20,988.137,1537.73,2052.65,1180.04,95.4,69.98,1632.21,2012.38,93.54,10823.27,577.21,214.843,282.02,2060,127.34,143.76,144.35,13232.51,1302.73,52.93,957.05,683.88,3478.29,168.61,199.49,2655.15,1156.69,617.16,1393.53,1324.08,87.64,13858.16,1359.21,1727.89,3096.18
31-Jul-20,986.263,1558.95,2050.77,1162.7,88.15,67.43,1637.49,2032.32,95.19,10661.51,590.98,211.756,275.64,2066.82,124.42,138.92,138.53,13281,1304.52,50.34,911.91,704.84,3473.13,163.59,201.69,2566.52,1173.98,604.3,1361.19,1322.69,82.12,13523.01,1334.3,1662.89,3153.99
7-Aug-20,995.597,1607.73,2107.64,1177.13,92.11,67.51,1565,2080.4,96.31,10741.05,600.12,211.279,280.2,2006.12,127.66,142.19,142.83,13413.34,1323.98,51.45,941.86,735.11,3512.95,167.48,199.53,2653.61,1210.26,619.71,1373.54,1320.04,82.67,13857.83,1341.5,1696.86,3227.67
14-Aug-20,1005.612,1543.66,2155.4,1204.7,94.55,69.33,1554.54,2079.44,95.9,10879.36,600.06,216.973,291.74,2016.08,129.59,144.33,145.07,13900.09,1321.58,52.73,987.62,749.59,3679.24,167.8,196.42,2708.22,1232.07,650.74,1398.48,1321.89,84.98,13937.57,1354.01,1714.2,3248.97
21-Aug-20,990.965,1514.52,2235.58,1196.69,91.1,66.85,1490.15,2078.02,98.04,10946.05,601.75,215.311,278.98,1952.04,130.87,142.52,143.98,13972.7,1337.57,51.87,975.73,718.29,3596.63,165.96,201.84,2669.63,1213.21,612.75,1362.81,1312.1,82.82,13944.27,1363.47,1687.53,3280.51
28-Aug-20,1026.545,1536.23,2269.27,1186.87,93.45,68.39,1543.53,2103.83,101.95,10914.7,619.59,218.281,278.7,1997.52,134.09,145.42,146.43,14318.47,1361.52,52.12,976.18,732.09,3589.34,168.08,205.44,2662.71,1252.74,610.8,1364.79,1325.42,84.63,14116.22,1356.02,1676.36,3386.44
4-Sep-20,1032.253,1478.64,2282.7,1155.91,91.88,66.99,1572.59,2039.52,99.39,10697.68,607.03,211.327,266.69,2009.26,131.23,144.2,143.94,14007.08,1325.01,50.98,983.35,727.59,3496.28,163.01,197.08,2614.72,1255.4,584.93,1350.02,1253.66,82.8,13965.7,1352.05,1632.62,3305.63
11-Sep-20,1016.229,1491.53,2270.52,1144.03,91.86,67.43,1527.6,2041.09,96.82,10926.04,601.7,213.978,267.76,1970.24,131.96,146.18,147.95,14038.72,1355.24,51.96,992.01,741.64,3540.1,167.1,193.88,2654.57,1210.68,585.03,1343.5,1313.31,82.21,14233.43,1388.39,1697.38,3219.94
18-Sep-20,1052.173,1509.07,2320.87,1142.62,89.75,68.55,1523.39,2028.91,98.47,11187.5,612.98,214.642,266.39,1969.93,134.99,144.66,147.29,14053,1369.23,50.95,993.97,747.87,3552.06,166.55,188.69,2665.74,1208.66,586.16,1342.41,1269.86,81.82,14488.69,1400.2,1689.36,3208.57
25-Sep-20,988.345,1450.64,2252.25,1166.97,84.95,64.63,1424.53,2018.62,94.77,11122.05,586.97,204.113,251.32,1851.4,129.4,137.63,140.6,13557.76,1314.6,48.9,987.02,713.98,3386.63,163.96,193.67,2570.43,1162.66,554.53,1328.14,1238.65,78.45,14099.14,1362.07,1641.51,3191.72
2-Oct-20,1037.211,1506.32,2265.7,1128.45,84.89,66,1365.07,2031.76,97.19,11389.27,601.7,208.396,249.75,1817.4,131.19,140.51,143.29,13494.25,1354.23,49.52,972.54,726.69,3491.8,169.19,189.41,2587.3,1172.45,543.08,1344.03,1276.25,79.97,14355.01,1368.78,1658.14,3243.91
9-Oct-20,1075.67,1617.45,2214.32,1187.29,90.01,69.35,1447.85,2076.53,101.03,11779.71,625.29,211.647,254.26,1923.79,134.39,144.34,147.24,13860.76,1400.51,50.76,995.55,746.72,3767.52,173.03,196.06,2635.08,1212.32,553.32,1358.97,1291.47,82.44,14602.91,1375.9,1687.56,3370.62
16-Oct-20,1068.089,1628.12,2194.63,1200.97,88.66,66.9,1430.12,2058.6,103.13,11852.36,628.02,209.651,245.99,1897.92,134.83,143.76,145.91,13617.68,1381.57,50.23,979.09,734.6,3696.55,173.88,197.11,2622.38,1172.05,537.28,1366.61,1290.69,81.31,14558.72,1360.43,1655.95,3379.31
23-Oct-20,1090.573,1618.83,2185.55,1201.19,89.74,66.46,1478.56,2038.44,103.54,11508.96,633.24,212.487,250.28,1967.94,132.95,143.2,142.62,13801.81,1395.75,50.06,983.47,740.86,3835.49,169.71,197.03,2618.11,1217.4,553.13,1360.91,1306.22,81.81,14472.01,1337.48,1642.18,3358.93
